flight_id,tow
248780411,38434.0
248779823,294137.0
248780488,32753.0
248780513,68959.0
248768443,53964.0
248773761,30104.0
248772912,69671.0
248767639,59187.0
248766898,59423.0
248773437,62104.0
248773338,60529.0
248772044,309065.0
248772283,63020.0
248773279,50346.0
248773584,62320.0
248771289,67605.0
248787249,60147.0
248787491,68177.0
248786259,68991.0
248786076,53997.0
248787886,67715.0
248785668,56307.0
248785410,33580.0
248785414,62287.0
248785416,55963.0
248787555,75787.0
248785289,44437.0
248781799,77528.0
248780628,62097.0
248780639,63372.0
248781967,69512.0
248781721,62692.0
248766367,56781.0
248771640,56996.0
248769811,56375.0
248770174,51659.0
248770178,44797.0
248770240,174052.0
248787429,69849.0
248785549,62989.0
248786619,59622.0
248783839,29938.0
248786959,64290.0
248786223,63800.0
248770129,59107.0
248769541,57383.0
248785867,156673.0
248772965,20143.0
248769522,20305.0
248769528,61451.0
248773899,42534.0
248787087,47169.0
248769479,171974.0
248769480,80698.0
248782299,43211.0
248782300,70245.0
248779700,57061.0
248775576,69101.0
248767745,58767.0
248774540,65027.0
248774562,65546.0
248775225,50020.0
248780316,67979.0
248769305,68483.0
248769402,81117.0
248769403,50548.0
248771219,61874.0
248771221,44978.0
248769240,82497.0
248785564,65418.0
248785580,62749.0
248787720,54626.0
248786011,19648.0
248787692,59146.0
248787700,70038.0
248787554,43447.0
248775873,68158.0
248788212,51321.0
248770857,78346.0
248770874,75703.0
248770877,61212.0
248771036,213395.0
248770073,66077.0
248770080,59613.0
248770082,54054.0
248770409,59254.0
248769893,70031.0
248770473,181278.0
248768115,64660.0
248776346,73429.0
248776473,63796.0
248776321,59930.0
248776342,33694.0
248774668,218243.0
248780493,212579.0
248774067,69970.0
248769332,165589.0
248769806,63598.0
248769675,223472.0
248769683,71861.0
248770300,232483.0
248788297,166101.0
248776168,19432.0
248787944,69956.0
248775710,66371.0
248788118,52954.0
248769710,58336.0
248773765,71698.0
248786122,47417.0
248770976,64630.0
248771049,63240.0
248770621,56449.0
248776667,59450.0
248787127,40524.0
248770544,32716.0
248769949,89055.0
248770548,58153.0
248805478,210072.0
248796224,63750.0
248793143,81840.0
248796864,39730.0
248806097,57198.0
248806101,62506.0
248798423,215652.0
248796870,55904.0
248804700,72185.0
248802947,64294.0
248804444,26894.0
248790199,188268.0
248789550,273629.0
248794358,58540.0
248807639,62483.0
248796517,182149.0
248796010,63535.0
248797696,58590.0
248805435,63623.0
248792564,81919.0
248806760,31410.0
248798438,66925.0
248806905,60437.0
248805502,32484.0
248789507,59197.0
248790042,57010.0
248788638,31299.0
248788762,56403.0
248789198,58329.0
248791041,38572.0
248790379,75366.0
248791111,184159.0
248795369,37153.0
248795309,32525.0
248805782,66770.0
248807643,52381.0
248807657,39787.0
248805791,31095.0
248795996,60736.0
248796016,67363.0
248796476,52684.0
248794644,56642.0
248789979,53845.0
248790385,68256.0
248790661,68222.0
248790663,79517.0
248788681,51942.0
248790975,58247.0
248790978,61098.0
248788924,64419.0
248790098,54329.0
248790121,54198.0
248798637,40698.0
248799675,65868.0
248791625,54404.0
248788868,186622.0
248790799,40264.0
248790800,221116.0
248789594,70568.0
248790327,66224.0
248788702,42805.0
248789640,58711.0
248789389,52207.0
248788588,58360.0
248798101,62737.0
248806511,59572.0
248806018,34308.0
248798514,69197.0
248790011,20698.0
248790750,55369.0
248790856,55483.0
248789903,61085.0
248790778,33727.0
248788630,61408.0
248790939,33327.0
248805295,57688.0
248805060,41328.0
248807380,80644.0
248805331,67687.0
248802312,46269.0
248800324,57304.0
248798060,67622.0
248798064,59276.0
248797199,315864.0
248797346,63159.0
248799494,50040.0
248799393,72426.0
248798050,31867.0
248804636,180998.0
248801321,63167.0
248799827,178776.0
248790250,62174.0
248789097,61367.0
248802580,20694.0
248788722,59254.0
248788613,62454.0
248789289,69858.0
248789304,60744.0
248788748,189781.0
248791184,69276.0
248791192,68950.0
248805050,61274.0
248807072,59161.0
248807148,61813.0
248806606,20770.0
248805072,77789.0
248805077,67493.0
248805080,64442.0
248798860,66124.0
248799177,57852.0
248793809,188559.0
248797009,38349.0
248796946,72550.0
248806918,21365.0
248798351,217092.0
248796892,57638.0
248806165,62068.0
248790372,70420.0
248803799,73092.0
248802641,62905.0
248803930,52513.0
248804196,57783.0
248804378,30377.0
248801448,21354.0
248805036,54815.0
248805115,52699.0
248805689,56861.0
248791760,72617.0
248794800,56834.0
248800248,208843.0
248800927,59481.0
248801502,19947.0
248800259,53603.0
248806206,71158.0
248792412,208153.0
248805394,64372.0
248808517,57607.0
248791831,58307.0
248808209,64810.0
248800768,83880.0
248803338,75626.0
248804024,63544.0
248790542,70961.0
248803413,46235.0
248788473,63116.0
248790626,32862.0
248790631,59996.0
248790634,61046.0
248790637,66375.0
248803790,51609.0
248807421,63934.0
248806636,63360.0
248806642,64194.0
248806648,59413.0
248806556,309665.0
248805281,66461.0
248807558,69995.0
248807737,173722.0
248807738,215480.0
248798985,162560.0
248802358,48185.0
248799991,56659.0
248801530,68745.0
248801661,57331.0
248800182,53099.0
248796780,63536.0
248796801,69139.0
248808591,38158.0
248796651,80633.0
248809278,44626.0
248808768,66239.0
248807948,229120.0
248807949,303155.0
248802801,52764.0
248803747,58838.0
248802655,53473.0
248807596,32746.0
248805745,56981.0
248801004,59322.0
248792715,72496.0
248790103,58671.0
248808307,66637.0
248807023,16723.0
248798996,70206.0
248801035,55199.0
248796956,59143.0
248802469,174802.0
248800231,61270.0
248801409,56464.0
248801618,51110.0
248801054,64760.0
248801986,214600.0
248807833,70411.0
248808096,65302.0
248808100,68755.0
248809265,82334.0
248790225,170251.0
248803994,221305.0
248804361,50272.0
248789735,59545.0
248789741,148425.0
248794262,64945.0
248809663,59962.0
248792683,68398.0
248808832,56783.0
248809414,69643.0
248808018,66240.0
248792658,40479.0
248791268,68163.0
248792805,57707.0
248797260,64127.0
248793437,61998.0
248802162,29476.0
248802171,59335.0
248798460,64550.0
248802341,79124.0
248801406,64248.0
248801564,66477.0
248808679,68442.0
248808806,60175.0
248808881,49332.0
248809459,63583.0
248800614,158024.0
248800615,286651.0
248799766,60286.0
248789765,283840.0
248790738,69966.0
248790739,58428.0
248803155,54258.0
248803157,37162.0
248802692,62709.0
248802215,66804.0
248790410,184859.0
248801099,53280.0
248809718,57703.0
248808966,70634.0
248802115,56212.0
248800754,79424.0
248799320,192437.0
248793031,26965.0
248808886,54316.0
248808537,57579.0
248796694,180035.0
248809689,57383.0
248804176,64830.0
248801172,58778.0
248789068,220289.0
248799876,28713.0
248802051,61438.0
248802033,55272.0
248793440,49583.0
248792823,60471.0
248809733,162158.0
248797331,67460.0
248806286,20260.0
248792108,64321.0
248808850,57587.0
248808306,44969.0
248808310,60068.0
248792229,58677.0
248793401,63255.0
248793932,56874.0
248794058,56523.0
248793694,34099.0
248797246,62476.0
248793666,45086.0
248791645,50132.0
248794168,53095.0
248797863,236021.0
248793524,61645.0
248798137,57075.0
248796296,62593.0
248793999,54002.0
248809078,71163.0
248791572,63154.0
248793369,55113.0
248792299,62666.0
248793507,72250.0
248800548,45393.0
248789000,211745.0
248802385,30920.0
248802389,59640.0
248789691,220374.0
248791079,191148.0
248799777,54727.0
248791556,65422.0
248809027,69092.0
248808254,54247.0
248793416,166891.0
248808285,56616.0
248808288,50236.0
248791522,52035.0
248792410,200702.0
248796171,48965.0
248793848,82595.0
248797353,58440.0
248791602,50883.0
248791476,63019.0
248792973,43649.0
248803095,73978.0
248803645,81095.0
248804128,64605.0
248803062,76743.0
248804280,60481.0
248792909,61979.0
248792911,156369.0
248808349,49808.0
248809025,43289.0
248793953,186008.0
248796641,51070.0
248806478,63492.0
248805898,48133.0
248791904,62475.0
248792458,139960.0
248794789,54058.0
248795549,215757.0
248794861,65911.0
248794037,63940.0
248797222,68727.0
248797223,29583.0
248793094,246537.0
248793095,64108.0
248793096,65409.0
248797148,68070.0
248792476,204564.0
248798839,57043.0
248792958,52105.0
248792284,48091.0
248797532,64374.0
248796959,62918.0
248798945,57747.0
248806911,57029.0
248799516,61192.0
248804855,58322.0
248803071,48281.0
248790619,58085.0
248804484,218964.0
248804052,20744.0
248804053,33061.0
248805661,75553.0
248794505,65052.0
248807091,53910.0
248794956,172324.0
248794683,45885.0
248799167,65415.0
248796259,29782.0
248795462,86427.0
248795561,51278.0
248793294,59668.0
248807475,71515.0
248792428,127744.0
248805432,54113.0
248806954,64948.0
248801925,153172.0
248803897,51857.0
248803077,61936.0
248803637,55364.0
248802596,61542.0
248801935,222872.0
248788888,63988.0
248799705,70334.0
248789040,234560.0
248801275,82006.0
248799684,55718.0
248799688,31429.0
248799692,36991.0
248805320,64757.0
248807633,56316.0
248805180,58342.0
248795623,71039.0
248795788,54535.0
248795131,146454.0
248795924,84527.0
248798400,73337.0
248799125,53808.0
248798408,219729.0
248798409,78868.0
248796904,65597.0
248807461,76153.0
248807488,52139.0
248793282,39193.0
248824322,59716.0
248825570,73968.0
248824216,38986.0
248823403,62907.0
248827502,57957.0
248827511,31533.0
248824257,76949.0
248825519,60349.0
248825063,78447.0
248821912,62585.0
248821920,53637.0
248827871,58210.0
248823506,59708.0
248816462,48896.0
248824522,62693.0
248824525,163068.0
248824271,159942.0
248825154,18447.0
248826374,81264.0
248824935,64511.0
248823445,175048.0
248822467,70916.0
248822079,183542.0
248822081,195386.0
248821815,168162.0
248816964,76952.0
248823888,70875.0
248818208,64256.0
248822882,60260.0
248813304,70831.0
248821769,67357.0
248815844,51868.0
248829249,54815.0
248827099,185860.0
248816359,62691.0
248821425,62063.0
248821270,78938.0
248822402,65312.0
248821775,207948.0
248821777,18769.0
248817513,69942.0
248816194,59847.0
248829165,38250.0
248817811,61833.0
248827210,63914.0
248816399,42862.0
248827170,61295.0
248828473,70508.0
248828475,30895.0
248817198,191281.0
248821432,35714.0
248817199,174656.0
248827319,52727.0
248818291,54258.0
248829059,46783.0
248827900,57305.0
248828375,30632.0
248828349,57265.0
248828847,30802.0
248829329,58835.0
248829331,179887.0
248813485,224955.0
248813519,61629.0
248814950,63844.0
248814951,80274.0
248812989,64572.0
248813779,74840.0
248824351,53775.0
248819377,65792.0
248817791,188439.0
248821982,54958.0
248815656,57235.0
248815662,75146.0
248823006,60893.0
248823008,69294.0
248817264,186147.0
248817534,62896.0
248828266,187655.0
248817593,59534.0
248818183,56249.0
248816181,29164.0
248817170,64231.0
248812601,75690.0
248812169,70694.0
248812171,71198.0
248810900,61243.0
248812321,62505.0
248812066,59660.0
248812177,77024.0
248814161,69304.0
248814282,64440.0
248821886,66670.0
248817539,31687.0
248825980,65959.0
248826711,63392.0
248816259,36453.0
248810134,53053.0
248810140,54822.0
248812753,61547.0
248810833,239490.0
248811755,59192.0
248811376,41999.0
248810729,65039.0
248810275,71240.0
248810084,56982.0
248810712,55655.0
248810723,19590.0
248812659,62013.0
248812664,48432.0
248810903,67508.0
248811201,148150.0
248810212,65000.0
248810162,52578.0
248811295,185481.0
248810628,66591.0
248814283,55825.0
248813191,68016.0
248825357,53674.0
248815219,80659.0
248827979,36271.0
248814332,80399.0
248826940,85052.0
248827556,193255.0
248812149,59279.0
248811182,217424.0
248810694,60350.0
248812109,53218.0
248819925,69297.0
248819928,59915.0
248819935,51980.0
248819509,31561.0
248812945,55685.0
248829025,63197.0
248815578,59952.0
248822225,186325.0
248826682,38610.0
248826007,37580.0
248822253,81442.0
248822266,77497.0
248818768,64283.0
248820748,50345.0
248811933,55800.0
248812600,76045.0
248820176,46476.0
248820627,63055.0
248821200,38463.0
248821221,58425.0
248818780,44863.0
248819268,57465.0
248818734,46112.0
248818616,64615.0
248819874,41995.0
248818673,79775.0
248819830,62823.0
248819853,19843.0
248820836,203278.0
248819862,31241.0
248819319,154741.0
248813000,46804.0
248815010,65011.0
248813997,56849.0
248821640,62887.0
248815014,45012.0
248821454,173472.0
248822672,62092.0
248826601,77985.0
248824618,188164.0
248822231,59422.0
248824637,73878.0
248827011,223429.0
248815326,63892.0
248815445,76517.0
248822259,59713.0
248813332,68834.0
248820791,148788.0
248819680,66601.0
248824776,56745.0
248825886,62966.0
248811079,57417.0
248820740,57074.0
248819245,56070.0
248820714,66063.0
248814006,61579.0
248822587,64626.0
248822751,66134.0
248813431,50776.0
248813117,74764.0
248813602,54511.0
248813351,75046.0
248821465,58836.0
248822158,190797.0
248827580,78814.0
248827678,54340.0
248814785,186292.0
248827597,52879.0
248825177,63912.0
248819342,53291.0
248810371,51290.0
248816726,54048.0
248818952,64380.0
248812526,75086.0
248820357,53853.0
248821244,59659.0
248820490,54787.0
248818657,59376.0
248821574,58154.0
248814678,55670.0
248822697,302036.0
248815369,205680.0
248814731,56699.0
248815653,60753.0
248815376,49863.0
248812897,76296.0
248811540,58808.0
248811859,185477.0
248818053,60211.0
248816486,70124.0
248811869,81817.0
248818125,41533.0
248818136,63588.0
248816948,60188.0
248815768,69736.0
248812536,70444.0
248812540,185623.0
248810395,33737.0
248815163,60607.0
248818628,74755.0
248810389,33045.0
248811479,59225.0
248819173,230967.0
248820503,53664.0
248819185,58562.0
248814843,87965.0
248822296,40041.0
248822718,41712.0
248816643,48928.0
248816956,77354.0
248815178,20047.0
248810444,56699.0
248812565,70730.0
248817877,56056.0
248817852,69291.0
248810350,63378.0
248819129,63422.0
248819136,63628.0
248819139,33399.0
248812239,53207.0
248821120,56744.0
248820139,64861.0
248821445,67795.0
248813725,237621.0
248817869,82060.0
248816587,72697.0
248815811,61139.0
248815934,59486.0
248816932,31190.0
248814513,66117.0
248823903,199497.0
248823914,313218.0
248821017,58190.0
248812427,183964.0
248812789,58779.0
248812436,173415.0
248811007,82812.0
248811029,37120.0
248818843,34348.0
248825763,144051.0
248826920,151088.0
248824709,67117.0
248824713,59836.0
248824371,74129.0
248826861,33154.0
248826500,55707.0
248821734,220418.0
248823831,189919.0
248816908,28981.0
248820469,59231.0
248820447,81549.0
248825350,31946.0
248824762,64637.0
248824763,65287.0
248824241,62796.0
248824915,38524.0
248824808,32705.0
248826391,69298.0
248824812,58972.0
248826395,63101.0
248822943,64932.0
248821388,179928.0
248821390,186784.0
248823151,58271.0
248816960,168507.0
248823802,65591.0
248824987,63002.0
248838378,30165.0
248839119,64979.0
248833585,64620.0
248831000,61181.0
248833604,238949.0
248831626,71930.0
248844125,42903.0
248848156,41705.0
248836348,58041.0
248836353,57359.0
248846469,28466.0
248847952,335328.0
248846953,67273.0
248831223,63254.0
248833242,60585.0
248833245,64076.0
248834600,55123.0
248834601,59782.0
248831944,56786.0
248832961,36312.0
248834903,43765.0
248834357,67911.0
248832394,42132.0
248841768,71928.0
248834236,223308.0
248834099,55086.0
248846580,54872.0
248846312,68496.0
248847804,61394.0
248845453,185707.0
248845950,60777.0
248834108,51425.0
248834784,60299.0
248832863,59151.0
248832724,41229.0
248834942,74095.0
248834811,222785.0
248832695,251773.0
248834878,71115.0
248833910,59718.0
248834803,58308.0
248848542,60653.0
248848546,38733.0
248848296,48453.0
248840571,52542.0
248844091,68285.0
248846416,67452.0
248846447,44566.0
248843013,52880.0
248843032,67014.0
248836071,217708.0
248845971,64200.0
248839831,78168.0
248846691,182545.0
248846083,57415.0
248847205,50561.0
248848235,56639.0
248835257,37109.0
248837157,191413.0
248835346,59249.0
248837271,75422.0
248836222,62065.0
248836551,36738.0
248843670,39820.0
248837893,268996.0
248846127,52095.0
248842784,175546.0
248842203,224205.0
248842180,72380.0
248840686,52603.0
248840696,58659.0
248835829,55736.0
248836189,57912.0
248835642,70569.0
248836225,31402.0
248837305,56755.0
248835626,64682.0
248830431,56002.0
248838853,27107.0
248840170,53485.0
248838596,52385.0
248846664,59205.0
248846667,64363.0
248839276,57374.0
248839188,39472.0
248839986,54186.0
248839990,222911.0
248832014,67505.0
248830477,56293.0
248832026,48685.0
248832031,56816.0
248831832,223401.0
248832452,47881.0
248842074,53100.0
248842855,77633.0
248842856,74084.0
248838808,57531.0
248840771,54994.0
248842886,70506.0
248842334,41455.0
248842872,41785.0
248842780,42767.0
248843009,45746.0
248842170,71918.0
248837214,83715.0
248836904,60167.0
248845542,65767.0
248829468,67540.0
248831532,58310.0
248830157,63304.0
248830748,51967.0
248844822,70417.0
248839466,31477.0
248839287,36543.0
248846100,41973.0
248829992,60393.0
248829994,242731.0
248832473,69792.0
248830016,59134.0
248830926,52895.0
248833165,76253.0
248831972,70990.0
248833188,69943.0
248829877,182254.0
248840975,79574.0
248842962,39017.0
248831684,60097.0
248830412,39018.0
248831802,87724.0
248830776,62237.0
248844529,29208.0
248842052,66460.0
248840188,49718.0
248839141,190189.0
248846852,307557.0
248839492,56798.0
248839169,286865.0
248837520,29790.0
248835667,49466.0
248836285,73048.0
248845656,75121.0
248829925,73278.0
248831112,55629.0
248830025,38713.0
248830036,321191.0
248831200,63586.0
248841649,58291.0
248841650,52493.0
248834040,71886.0
248841898,63290.0
248841933,64207.0
248840992,49048.0
248840996,28897.0
248841826,189153.0
248832753,79093.0
248829613,17923.0
248848049,52061.0
248845115,145595.0
248835473,219980.0
248835161,72941.0
248836988,56621.0
248836364,209544.0
248845214,53110.0
248835034,55557.0
248835141,57131.0
248835691,28731.0
248835615,52816.0
248831322,62884.0
248831434,61945.0
248831467,58039.0
248831474,46439.0
248834144,59343.0
248842909,27795.0
248840954,68131.0
248841848,182348.0
248834130,58440.0
248840447,180244.0
248840448,59772.0
248840460,54205.0
248841190,59556.0
248845857,46265.0
248844354,179011.0
248845135,42644.0
248845223,54225.0
248842550,28322.0
248845002,65002.0
248846377,18847.0
248847550,58978.0
248848613,180298.0
248846386,58541.0
248847567,63793.0
248845400,57966.0
248848341,57265.0
248846595,63348.0
248846597,41214.0
248833342,54395.0
248833348,47557.0
248843595,66764.0
248843939,213263.0
248841055,58964.0
248842432,56950.0
248847325,62111.0
248839290,80048.0
248839292,67981.0
248839300,48101.0
248848461,73181.0
248847476,68636.0
248844060,43909.0
248843321,310227.0
248833355,38478.0
248832785,46295.0
248834709,66183.0
